user,pass,cluster,unitcode,unitno,custname,custmail,noktp,tlp
userTest,1234,C081B,SST51021-1B-05,05E,Visionet,visionet@test.com,112233,0812121258
userTest,1234,C302B,SST53022-2B-23,23L,Visionet,visionet@test.com,112233,0812121259
userTest,1234,C332B,SST55009-2B-55,55B,Visionet,visionet@test.com,112233,0812121260
userTest,1234,B282B,SST35022-2B-07,07H,Visionet,visionet@test.com,112233,0812121261
userTest,1234,C081B,SST51021-1B-50,50F,Visionet,visionet@test.com,112233,0812121262
userTest,1234,B282B,SST35022-2B-29,29L,Visionet,visionet@test.com,112233,0812121263
userTest,1234,B361B,SST38020-1B-15,15B,Visionet,visionet@test.com,112233,0812121264
userTest,1234,D021B,SST60008-1B-55,55L,Visionet,visionet@test.com,112233,0812121265
userTest,1234,C292B,SST53021-2B-15,15L,Visionet,visionet@test.com,112233,0812121266
userTest,1234,D012B,SST60007-2B-19,19H,Visionet,visionet@test.com,112233,0812121267
userTest,1234,B432B,SST39023-2B-29,29E,Visionet,visionet@test.com,112233,0812121268
userTest,1234,B301B,SST36022-1B-17,17B,Visionet,visionet@test.com,112233,0812121269
userTest,1234,C171B,SST52021-1B-22,22E,Visionet,visionet@test.com,112233,0812121270
userTest,1234,D021B,SST60008-1B-38,38G,Visionet,visionet@test.com,112233,0812121271
userTest,1234,B341B,SST37023-1B-35,35J,Visionet,visionet@test.com,112233,0812121272
userTest,1234,D011B,SST60007-1B-31,31J,Visionet,visionet@test.com,112233,0812121273
userTest,1234,B341B,SST37023-1B-05,05J,Visionet,visionet@test.com,112233,0812121274
userTest,1234,B302B,SST36022-2B-30,30L,Visionet,visionet@test.com,112233,0812121275
userTest,1234,B412B,SST39021-2B-38,38F,Visionet,visionet@test.com,112233,0812121276
userTest,1234,C412B,SST56009-2B-27,27J,Visionet,visionet@test.com,112233,0812121277
userTest,1234,B301B,SST36022-1B-01,01K,Visionet,visionet@test.com,112233,0812121278
userTest,1234,B312A,SST36023-2A-20,20A,Visionet,visionet@test.com,112233,0812121279
userTest,1234,C412B,SST56009-2B-02,02J,Visionet,visionet@test.com,112233,0812121280
userTest,1234,D032B,SST60009-2B-50,50I,Visionet,visionet@test.com,112233,0812121281
userTest,1234,C172B,SST52021-2B-06,06A,Visionet,visionet@test.com,112233,0812121282
userTest,1234,B282B,SST35022-2B-15,15F,Visionet,visionet@test.com,112233,0812121283
userTest,1234,C411A,SST56009-1A-08,08E,Visionet,visionet@test.com,112233,0812121284
userTest,1234,B282B,SST35022-2B-16,16F,Visionet,visionet@test.com,112233,0812121285
userTest,1234,B432B,SST39023-2B-27,27E,Visionet,visionet@test.com,112233,0812121286
userTest,1234,C611B,SST59008-1B-19,19F,Visionet,visionet@test.com,112233,0812121287
userTest,1234,B282B,SST35022-2B-20,20C,Visionet,visionet@test.com,112233,0812121288
userTest,1234,B312A,SST36023-2A-35,35G,Visionet,visionet@test.com,112233,0812121289
userTest,1234,D012B,SST60007-2B-15,15B,Visionet,visionet@test.com,112233,0812121290
userTest,1234,B312A,SST36023-2A-06,06H,Visionet,visionet@test.com,112233,0812121291
userTest,1234,D031B,SST60009-1B-37,37F,Visionet,visionet@test.com,112233,0812121292
userTest,1234,D011B,SST60007-1B-53,53E,Visionet,visionet@test.com,112233,0812121293
userTest,1234,C181B,SST52022-1B-17,17H,Visionet,visionet@test.com,112233,0812121294
userTest,1234,C172B,SST52021-2B-30,30D,Visionet,visionet@test.com,112233,0812121295
userTest,1234,B331B,SST37022-1B-30,30F,Visionet,visionet@test.com,112233,0812121296
userTest,1234,C622B,SST59009-2B-09,09D,Visionet,visionet@test.com,112233,0812121297
userTest,1234,B221B,SST33022-1B-09,09C,Visionet,visionet@test.com,112233,0812121298
userTest,1234,B421B,SST39022-1B-25,25B,Visionet,visionet@test.com,112233,0812121299
userTest,1234,B331B,SST37022-1B-09,09F,Visionet,visionet@test.com,112233,0812121300
userTest,1234,C182B,SST52022-2B-02,02A,Visionet,visionet@test.com,112233,0812121301
userTest,1234,B382B,SST38022-2B-09,09D,Visionet,visionet@test.com,112233,0812121302
userTest,1234,C022B,SST50021-2B-26,26L,Visionet,visionet@test.com,112233,0812121303
userTest,1234,B432B,SST39023-2B-08,08A,Visionet,visionet@test.com,112233,0812121304
userTest,1234,B332B,SST37022-2B-50,50F,Visionet,visionet@test.com,112233,0812121305
userTest,1234,B302B,SST36022-2B-31,31J,Visionet,visionet@test.com,112233,0812121306
userTest,1234,D032B,SST60009-2B-53,53A,Visionet,visionet@test.com,112233,0812121307
userTest,1234,C411A,SST56009-1A-55,55H,Visionet,visionet@test.com,112233,0812121308
userTest,1234,C622B,SST59009-2B-19,19H,Visionet,visionet@test.com,112233,0812121309
userTest,1234,C022B,SST50021-2B-01,01F,Visionet,visionet@test.com,112233,0812121310
userTest,1234,C082B,SST51021-2B-18,18B,Visionet,visionet@test.com,112233,0812121311


